Timestamp,SID,Channel,Band,Value
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,26.85
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,51.308
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,79.736
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,24.197
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,4.047
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,4.601
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,2.739
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,0.975
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.002
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.001
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.0
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.0
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.0
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,74.45
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,37.416
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,29.223
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,132.177
1763794259.7744,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,107.561
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,100.541
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,16.366
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,36.835
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,97.136
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,70.965
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,11.347
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,24.131
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,27.456
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,55.689
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,78.082
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,21.717
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,4.236
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,7.098
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,4.606
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,1.454
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.003
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.001
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.001
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.001
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.001
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,68.988
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,34.836
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,29.003
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,138.853
1763794259.9002,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,101.049
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,91.374
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,12.584
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,33.548
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,96.603
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,72.495
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,10.724
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,25.727
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,25.892
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,62.136
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,71.738
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,18.293
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,4.624
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,10.825
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,8.043
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,2.368
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.006
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.003
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.003
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.001
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.002
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,61.955
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,29.227
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,27.071
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,144.496
1763794260.0253,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,95.26
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,82.44
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,10.812
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,29.862
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,96.065
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,78.051
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,10.372
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,27.278
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,23.311
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,69.26
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,63.602
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,15.63
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,5.49
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,15.663
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,13.053
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,3.73
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.012
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.006
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.007
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.004
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.005
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,55.187
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,22.26
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,24.484
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,146.036
1763794260.1495,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,92.11
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,77.315
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,11.955
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,27.996
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,96.482
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,84.923
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,10.734
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,29.164
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,21.793
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,75.546
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,57.124
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,15.27
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,6.865
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,20.759
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,18.776
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,5.325
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.023
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.011
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.015
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.012
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.01
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,50.52
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,15.67
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,22.606
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,143.166
1763794260.2737,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,91.223
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,76.599
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,16.431
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,29.665
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,98.526
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,89.912
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,12.535
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,31.355
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,23.044
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,79.601
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,54.503
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,17.399
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,8.495
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,24.727
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,23.676
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,6.745
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.044
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.018
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.025
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.026
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.018
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,48.434
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,10.958
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,22.547
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,137.277
1763794260.3979,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,90.91
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,78.626
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,24.197
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,35.335
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,101.576
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,90.959
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,16.235
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,33.613
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,27.78
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,80.578
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,55.898
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,20.743
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,9.891
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,26.233
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,26.165
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,7.552
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.073
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.027
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.038
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.043
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.028
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,48.266
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,9.109
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,24.622
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,129.962
1763794260.5221,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,89.638
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,80.73
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,34.182
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,43.83
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,104.036
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,88.011
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,21.61
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,35.601
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,34.835
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,78.589
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,59.85
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,23.455
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,10.604
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,24.632
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,25.355
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,7.485
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.107
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.036
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.05
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.06
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.038
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,48.222
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,10.212
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,28.768
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,122.194
1763794260.6462,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,86.885
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,81.082
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,44.542
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,52.126
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,104.351
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,82.426
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,27.548
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,36.962
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,41.852
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,74.756
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,64.355
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,24.118
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,10.384
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,20.258
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,21.493
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,6.585
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.137
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.042
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.058
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.072
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.046
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,47.007
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,13.32
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,34.077
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,114.739
1763794260.7704,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,82.941
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,79.08
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,53.006
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,57.162
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,101.772
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,75.914
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,32.364
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,37.244
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,45.891
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,70.602
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,67.942
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,22.37
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,9.293
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,14.359
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,15.845
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,5.171
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.153
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.044
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.061
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.075
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.049
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,44.128
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,17.07
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,39.48
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP10,109.096
1763794260.8945,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,RightAUX,78.347
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP9,73.998
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF7,58.44
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,AF8,57.714
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,TP10,97.045
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP9,RightAUX,69.629
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP9,34.34
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF7,35.96
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,AF8,44.936
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,TP10,67.323
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF7,RightAUX,70.394
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP9,18.796
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF7,7.718
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,AF8,8.629
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,TP10,10.127
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,AF8,RightAUX,3.685
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP9,0.15
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF7,0.041
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,AF8,0.059
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,TP10,0.07
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,TP10,RightAUX,0.048
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,TP9,40.113
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF7,21.075
1763794261.0188,b3b20996-b541-4e81-ac29-d0d5c248b323,RightAUX,AF8,43.927
